city,state_id,county_name,population,density,zips
Bradley Gardens,NJ,Somerset,14772,1269,08807
Wrightstown,NJ,Burlington,785,163,08640 08562
Glen Ridge,NJ,Essex,7704,2333,07028
Somerset,NJ,Somerset,24779,1511,08873
East Rutherford,NJ,Bergen,9928,1032,07073
Salem,NJ,Salem,5310,786,08079
Port Colden,NJ,Warren,255,481,07882
Middlesex,NJ,Middlesex,13867,1534,08846
Allentown,NJ,Monmouth,1811,1172,08501
Lakehurst,NJ,Ocean,2697,1163,08733
Hawthorne,NJ,Passaic,19101,2221,07506
Sewaren,NJ,Middlesex,2437,991,07077
Lake Mohawk,NJ,Sussex,9203,707,07871
Buttzville,NJ,Warren,92,126,07823 07863 07829
Bradley Beach,NJ,Monmouth,4225,2672,07720
Collingswood,NJ,Camden,14027,2959,08107 08108
Ten Mile Run,NJ,Somerset,1547,235,08823 08540
Shark River Hills,NJ,Monmouth,3967,1788,07719 07753
Williamstown,NJ,Gloucester,15191,790,08094
National Park,NJ,Gloucester,2985,1144,08063
Pompton Lakes,NJ,Passaic,11206,1498,07442
Groveville,NJ,Mercer,2255,407,08620
West New York,NJ,Hudson,54227,21057,07093
Whitesboro,NJ,Cape May,2264,241,08210 08252
Wood-Ridge,NJ,Bergen,9018,3126,07075
Dover Beaches North,NJ,Ocean,1540,646,08735 08739
Hackettstown,NJ,Warren,9554,1021,07840
Newfield,NJ,Gloucester,1561,346,08344
Wildwood Crest,NJ,Cape May,3137,932,08260
Magnolia,NJ,Camden,4303,1697,08049
Milltown,NJ,Middlesex,7162,1779,08850
Fanwood,NJ,Union,7808,2250,07023
Beachwood,NJ,Ocean,11248,1571,08722
Port Murray,NJ,Warren,38,84,07865
East Franklin,NJ,Somerset,7233,2564,08873
Mount Arlington,NJ,Morris,5868,1058,07850 07856
South Amboy,NJ,Middlesex,8857,2223,08879
Ridgefield Park,NJ,Bergen,13154,2979,07660
Whittingham,NJ,Middlesex,2634,1024,08831
Raritan,NJ,Somerset,8011,1552,08869
Brielle,NJ,Monmouth,4724,1038,08730
Wildwood,NJ,Cape May,5070,1270,08260
Paterson,NJ,Passaic,148678,6823,07524 07522 07514 07513 07505 07502 07504 07501 07503 07507 07509 07510 07533 07543 07544
Linden,NJ,Union,43056,1555,07036
Metuchen,NJ,Middlesex,14349,1944,08840
Pine Valley,NJ,Camden,11,4,08021
Roosevelt,NJ,Monmouth,854,169,08555 08535
Strathmore,NJ,Monmouth,7503,1469,07747
Stanhope,NJ,Sussex,3341,701,07874
Fort Dix,NJ,Burlington,8032,303,08640
Cape May Court House,NJ,Cape May,5109,224,08210
Roselle Park,NJ,Union,13821,4357,07204
Navesink,NJ,Monmouth,1690,738,07716 07760
Teterboro,NJ,Bergen,69,24,07608 07699
Totowa,NJ,Passaic,10817,1044,07512 07511
Broadway,NJ,Warren,227,235,07882 08808
Monmouth Beach,NJ,Monmouth,3236,1199,07750
Ocean City,NJ,Cape May,11206,644,08226
Lopatcong Overlook,NJ,Warren,825,876,08886
Victory Lakes,NJ,Gloucester,1844,297,08094
Pleasant Plains,NJ,Somerset,345,41,08823 08873
Middlebush,NJ,Somerset,2776,538,08873
Haddonfield,NJ,Camden,11435,1578,08033
Glendora,NJ,Camden,4175,1549,08029
Mendham,NJ,Morris,4978,324,07945
Ramtown,NJ,Monmouth,6157,1098,07731
Leonardo,NJ,Monmouth,2531,1643,07737
Fair Lawn,NJ,Bergen,33710,2534,07410
Belmar,NJ,Monmouth,5682,2099,07719 07715
Allenwood,NJ,Monmouth,1075,237,07719 08720 08724
New Brunswick,NJ,Middlesex,57073,4211,08901 08875 08906 08933
Mount Hermon,NJ,Warren,99,80,07825
Watchung,NJ,Somerset,5985,384,07069
Garfield,NJ,Bergen,32393,5924,07026
Roseland,NJ,Essex,5937,633,07068
Harlingen,NJ,Somerset,239,128,08502
Dayton,NJ,Middlesex,7549,1383,08810
Alpha,NJ,Warren,2297,527,08865
Long Valley,NJ,Morris,2023,171,07853
Cherry Hill Mall,NJ,Camden,14017,1483,08002 08034
New Egypt,NJ,Ocean,2421,235,08533
Chester,NJ,Morris,1665,403,07930
Carteret,NJ,Middlesex,24084,2117,07008
Greentree,NJ,Camden,11209,930,08003 08034
Frenchtown,NJ,Hunterdon,1366,467,08825
Lambertville,NJ,Hunterdon,3824,1361,08530
Roselle,NJ,Union,21976,3220,07203
Closter,NJ,Bergen,8766,1070,07624
Brooklawn,NJ,Camden,1934,1528,08030
Brownville,NJ,Middlesex,2930,1124,08857
Golden Triangle,NJ,Camden,4438,606,08002
Annandale,NJ,Hunterdon,1482,394,08801 08809
Westville,NJ,Gloucester,4194,1582,08093
Millstone,NJ,Somerset,420,238,08844
Helmetta,NJ,Middlesex,2223,1036,08828
Turnersville,NJ,Gloucester,3642,945,08080 08012
Collings Lakes,NJ,Atlantic,1236,743,08094
Bridgeton,NJ,Cumberland,33856,1519,08302
Union Beach,NJ,Monmouth,5562,1205,07735
Pine Ridge at Crestwood,NJ,Ocean,2296,561,08759
North Caldwell,NJ,Essex,6730,847,07006
Rosenhayn,NJ,Cumberland,1324,193,08352 08302
Clementon,NJ,Camden,4959,1011,08021
Echelon,NJ,Camden,11185,1544,08043
East Newark,NJ,Hudson,2735,10299,07029
Blackwood,NJ,Camden,4790,1516,08012
Kenvil,NJ,Morris,3121,900,07876 07847
Harvey Cedars,NJ,Ocean,342,234,08008
Hamilton Square,NJ,Mercer,12877,1162,08690 08691
Estell Manor,NJ,Atlantic,1720,12,08317 08319 08330 08270
Plainfield,NJ,Union,51327,3325,07062 07063 07060 07061
Bayonne,NJ,Hudson,67186,4456,07002
Erma,NJ,Cape May,2161,258,08204
Ocean Acres,NJ,Ocean,16227,1075,08050 08005
Bound Brook,NJ,Somerset,10468,2432,08805
Hancocks Bridge,NJ,Salem,191,358,08302 08038
Brookfield,NJ,Warren,711,1268,07823
Morganville,NJ,Monmouth,5360,382,07751
Tavistock,NJ,Camden,5,7,08033
Kearny,NJ,Hudson,42670,1862,07032 07099
Allendale,NJ,Bergen,6906,860,07401
Paramus,NJ,Bergen,27032,999,07652 07653
Far Hills,NJ,Somerset,927,73,07931
Folsom,NJ,Atlantic,1815,84,08094 08037
Sea Bright,NJ,Monmouth,1389,745,07760
Blackwells Mills,NJ,Somerset,713,225,08873
Spring Lake,NJ,Monmouth,2962,858,07762
Haworth,NJ,Bergen,3497,696,07641
Ross Corner,NJ,Sussex,66,51,07822
East Millstone,NJ,Somerset,550,95,08873
Riverton,NJ,Burlington,2706,1578,08077 08076
River Edge,NJ,Bergen,11724,2470,07661
North Middletown,NJ,Monmouth,3069,2732,07748
Gibbstown,NJ,Gloucester,3792,892,08027
Cedarville,NJ,Cumberland,953,164,08311
Leisure Village,NJ,Ocean,4400,1302,08701
South River,NJ,Middlesex,16349,2266,08882
Little Silver,NJ,Monmouth,5908,841,07739
Rumson,NJ,Monmouth,6864,523,07760
Saddle River,NJ,Bergen,3262,256,07458
Oaklyn,NJ,Camden,3996,2459,08107
Summit,NJ,Union,22323,1437,07901 07902
Hampton,NJ,Hunterdon,1331,341,08827
Westwood,NJ,Bergen,11326,1936,07675
Brainards,NJ,Warren,207,434,08865
Six Mile Run,NJ,Somerset,2669,137,08873
Avalon,NJ,Cape May,1267,114,08202
Delaware Park,NJ,Warren,622,978,08865
Ridgefield,NJ,Bergen,11435,1735,07657
Lawnside,NJ,Camden,2920,788,08045
Peapack and Gladstone,NJ,Somerset,2610,176,07931 07934 07977
Rutherford,NJ,Bergen,18782,2607,07070
Bordentown,NJ,Burlington,3835,1586,08505
Bogota,NJ,Bergen,8567,4383,07603
Belleplain,NJ,Cape May,524,27,08270
Ogdensburg,NJ,Sussex,2282,399,07439
Concordia,NJ,Middlesex,3272,1220,08831
Highland Lakes,NJ,Sussex,4894,437,07462 07422
Robertsville,NJ,Monmouth,12099,791,07751 07726 07746
Port Republic,NJ,Atlantic,1080,55,08241
Ramsey,NJ,Bergen,15242,1069,07446
Holiday Heights,NJ,Ocean,1905,146,08757 08756
Martinsville,NJ,Somerset,11707,371,08836 08805 08807
Ashland,NJ,Camden,8208,1090,08003 08034
Sea Girt,NJ,Monmouth,1774,645,08750
Mercerville,NJ,Mercer,13154,1377,08690 08619
Mountain Lake,NJ,Warren,553,189,07823
Glassboro,NJ,Gloucester,20011,828,08028
Springdale,NJ,Camden,13916,1004,08003
Butler,NJ,Morris,7774,1475,07405
Iselin,NJ,Middlesex,19422,2352,08830
Surf City,NJ,Ocean,1187,615,08008
Bridgeville,NJ,Warren,102,206,07823
Oak Valley,NJ,Gloucester,3294,1823,08090
Florham Park,NJ,Morris,11765,621,07961 07932
Califon,NJ,Hunterdon,1068,430,07830
Emerson,NJ,Bergen,7739,1339,07630
Mays Landing,NJ,Atlantic,2088,473,08330
New Providence,NJ,Union,13308,1393,07974
Pennington,NJ,Mercer,2589,1040,08534
Griggstown,NJ,Somerset,726,114,08540
Highlands,NJ,Monmouth,4821,2514,07732
Lavallette,NJ,Ocean,1849,874,08735
McGuire AFB,NJ,Burlington,5397,386,08641 08562
Villas,NJ,Cape May,8895,879,08251
Mullica Hill,NJ,Gloucester,3888,420,08062
Point Pleasant,NJ,Ocean,18651,2062,08742
Stewartsville,NJ,Warren,318,954,08886
Union City,NJ,Hudson,70387,21116,07087
Somers Point,NJ,Atlantic,10480,1008,08244
Washington,NJ,Warren,15533,1281,07882
Kingston Estates,NJ,Camden,6305,2101,08034
Pomona,NJ,Atlantic,7645,1053,08215 08205
Camden,NJ,Camden,74532,3226,08104 08105 08102 08103 08101
Buena,NJ,Atlantic,4429,225,08326 08310 08341 08360
Ventnor City,NJ,Atlantic,10239,2020,08406
Johnsonburg,NJ,Warren,68,133,07846 07821 07825
Sea Isle City,NJ,Cape May,2068,362,08243
Asbury Park,NJ,Monmouth,15767,4260,07712
Leisuretowne,NJ,Burlington,3623,727,08088
Chatham,NJ,Morris,8928,1468,07928
Mantoloking,NJ,Ocean,257,256,08738
Princeton Junction,NJ,Mercer,2427,514,08550 08540
East Freehold,NJ,Monmouth,4943,640,07728
Cedar Glen West,NJ,Ocean,1040,378,08759
West Wildwood,NJ,Cape May,566,763,08260
Hightstown,NJ,Mercer,5384,1685,08520
Secaucus,NJ,Hudson,20215,1339,07094 07096
Red Bank,NJ,Monmouth,12150,2687,07701
Rio Grande,NJ,Cape May,2841,440,08242
Eatontown,NJ,Monmouth,12376,818,07724 07703
Belle Mead,NJ,Somerset,201,108,08502
Woodbury Heights,NJ,Gloucester,2996,928,08097
Port Norris,NJ,Cumberland,1227,74,08349
Pine Lake Park,NJ,Ocean,8732,1359,08757 08759
Interlaken,NJ,Monmouth,801,933,07712
Seaside Park,NJ,Ocean,1549,912,08752
Browns Mills,NJ,Burlington,10763,773,08015
Andover,NJ,Sussex,567,162,07821
Twin Rivers,NJ,Mercer,7286,2227,08520
Richwood,NJ,Gloucester,3250,140,08028 08071 08074 08062 08025
Hopewell,NJ,Mercer,1948,1039,08525
Short Hills,NJ,Essex,13092,962,07078
Bay Head,NJ,Ocean,981,646,08742
Ramblewood,NJ,Burlington,5830,663,08054
Oakland,NJ,Bergen,13224,600,07436
Elmer,NJ,Salem,1312,566,08318
Juliustown,NJ,Burlington,366,118,08022 08042
Hamburg,NJ,Sussex,3132,1056,07419
Englishtown,NJ,Monmouth,1943,1316,07726
Cape May Point,NJ,Cape May,279,365,08212
Holiday City-Berkeley,NJ,Ocean,12242,792,08757
Columbia,NJ,Warren,367,1421,07832
Forked River,NJ,Ocean,4789,671,08731
Linwood,NJ,Atlantic,6855,694,08221
Upper Saddle River,NJ,Bergen,8415,618,07458
Byram Center,NJ,Sussex,57,19,07874
Branchville,NJ,Sussex,783,510,07826 07890
Pleasantville,NJ,Atlantic,20732,1399,08232
Shiloh,NJ,Cumberland,497,159,08353
Oakhurst,NJ,Monmouth,3532,846,07755
Old Tappan,NJ,Bergen,6042,703,07675
Clyde,NJ,Somerset,241,242,08873
Princeton Meadows,NJ,Middlesex,13692,2549,08536 08512
Wallington,NJ,Bergen,11781,4575,07057
New Milford,NJ,Bergen,16868,2852,07646
Runnemede,NJ,Camden,8390,1579,08078
Rossmoor,NJ,Middlesex,3157,1355,08831
Beach Haven,NJ,Ocean,1182,465,08008
Moorestown-Lenola,NJ,Burlington,14189,779,08057
Paulsboro,NJ,Gloucester,5920,1187,08066
Atlantic Highlands,NJ,Monmouth,4311,1316,07716
Holiday City South,NJ,Ocean,3825,786,08757
Clifton,NJ,Passaic,86607,2966,07014 07013 07012 07011 07015
Stratford,NJ,Camden,7015,1724,08084
Franklin Lakes,NJ,Bergen,11255,461,07417
Garwood,NJ,Union,4408,2616,07027
Oceanport,NJ,Monmouth,5755,700,07703 07757
Manasquan,NJ,Monmouth,5903,1651,08736
Lindenwold,NJ,Camden,17471,1728,08021
Tenafly,NJ,Bergen,14900,1254,07670
Kingston,NJ,Somerset,1377,237,08528 08540
Weston,NJ,Somerset,2613,724,08873
Park Ridge,NJ,Bergen,8944,1324,07656
Palmyra,NJ,Burlington,7221,1500,08065
West Long Branch,NJ,Monmouth,7972,1077,07764
Finderne,NJ,Somerset,6297,594,08807
Brigantine,NJ,Atlantic,8963,530,08203
Wanaque,NJ,Passaic,11994,574,07465 07420
Keyport,NJ,Monmouth,7085,1979,07735
Pine Beach,NJ,Ocean,2168,1315,08741
Heathcote,NJ,Middlesex,6355,942,08852 08540
Westfield,NJ,Union,30433,1747,07090
El Cerro Mission,NM,Valencia,4684,307,87031
Red River,NM,Taos,467,177,87558
Roy,NM,Harding,231,43,87743
Causey,NM,Roosevelt,99,10,88132 88113
Corrales,NM,Sandoval,8549,306,87048 87101 87103
Sena,NM,San Miguel,140,25,87560
Glen Acres,NM,Hidalgo,225,91,88045
Cuyamungue Grant,NM,Santa Fe,278,42,87506
Carnuel,NM,Bernalillo,1801,130,87123
Cañones,NM,Rio Arriba,59,5,87516
Conchas Dam,NM,San Miguel,0,0,88416
Rio Communities,NM,Valencia,4555,228,87002
North Acomita Village,NM,Cibola,240,32,87034 87049
Encinal,NM,Cibola,152,4,87038 87040
Keeler Farm,NM,Luna,1760,59,88030
Newcomb,NM,San Juan,342,21,87455
Los Luceros,NM,Rio Arriba,385,90,87511
Pueblo,NM,San Miguel,0,0,87560
Taos Ski Valley,NM,Taos,67,9,87525
La Puebla,NM,Santa Fe,1010,128,87567 87532
Chamizal,NM,Socorro,49,42,87828
Ojo Amarillo,NM,San Juan,738,145,87416
Mesquite,NM,Doña Ana,614,289,88048
Bloomfield,NM,San Juan,9701,163,87413 87410
South Acomita Village,NM,Cibola,57,39,87034 87049
Magdalena,NM,Socorro,882,54,87825
Santa Clara,NM,Grant,1800,508,88022 88026 88036
Los Alamos,NM,Los Alamos,12035,417,87544 87545
Rivers,NM,Catron,0,0,87830
Rio Lucio,NM,Taos,412,151,87553
San Luis,NM,Sandoval,68,3,87053
Zuni Pueblo,NM,McKinley,7532,328,87327
Paradise Hills,NM,Bernalillo,5576,2105,87114 87193
Arroyo Seco,NM,Taos,1302,73,87529 87514 87571
Bernalillo,NM,Sandoval,9638,761,87004
Crownpoint,NM,McKinley,2445,133,87313
Pueblitos,NM,Valencia,518,93,87002
Capitan,NM,Lincoln,1413,167,88316
Watrous,NM,Mora,48,32,87753
Whites City,NM,Eddy,147,128,88220 88268
Cordova,NM,Rio Arriba,614,142,87523 87578
Sanostee,NM,San Juan,495,42,87461
Raton,NM,Colfax,5772,294,87740
Young Place,NM,San Juan,209,47,81137 87419
Pinos Altos,NM,Grant,289,147,88061 88053
Chupadero,NM,Santa Fe,284,60,87506
Cuyamungue,NM,Santa Fe,525,173,87506
Eunice,NM,Lea,2856,289,88231
Albuquerque,NM,Bernalillo,758523,1151,87121 87120 87123 87112 87113 87110 87111 87116 87114 87109 87108 87102 87105 87104 87107 87106 87119 87125 87131 87153 87154 87158 87181 87184 87187 87190 87191 87192 87194 87196 87197 87198 87199
Sombrillo,NM,Santa Fe,264,108,87532
Canova,NM,Rio Arriba,0,0,87582
Dora,NM,Roosevelt,123,17,88130 88115
Agua Fria,NM,Santa Fe,2969,486,87507
Rio Rancho,NM,Sandoval,96159,358,87124 87121 87144 87174
Tatum,NM,Lea,811,197,88267
El Valle de Arroyo Seco,NM,Santa Fe,1665,123,87532
San Miguel,NM,Doña Ana,1094,184,88044
Ensenada,NM,Rio Arriba,199,52,87575
Farmington,NM,San Juan,52555,509,87401 87402 87415
Truth or Consequences,NM,Sierra,7274,82,87901 87935
White Sands,NM,Doña Ana,1225,137,88002
Santa Rosa,NM,Guadalupe,2495,209,88435
Sandia Knolls,NM,Bernalillo,1414,194,87047
Chical,NM,Valencia,115,54,87068
Hachita,NM,Grant,34,29,88040
Las Nutrias,NM,Socorro,129,51,87062
Chamita,NM,Rio Arriba,947,94,87566
Berino,NM,Doña Ana,1590,660,88021 88048
Pleasanton,NM,Catron,237,60,88039
Estancia,NM,Torrance,1590,107,87016
Lemitar,NM,Socorro,279,78,87823
Mora,NM,Mora,832,39,87732
Loving,NM,Eddy,1373,452,88256
Edgewood,NM,Santa Fe,3892,26,87047 87015
Winston,NM,Sierra,54,49,87943
Santa Clara Pueblo,NM,Rio Arriba,967,184,87532
Peak Place,NM,Santa Fe,396,117,87506
Hot Springs Landing,NM,Sierra,114,97,87935
Floyd,NM,Roosevelt,113,14,88130 88118
Casa Colorada,NM,Valencia,32,2,87002
Coyote,NM,Rio Arriba,87,8,87064 87012
Tajique,NM,Torrance,239,34,87061 87016
Sandia Heights,NM,Bernalillo,3337,683,87122
Glorieta,NM,Santa Fe,535,27,87535
Anzac Village,NM,Cibola,112,77,87034
Ponderosa Pine,NM,Bernalillo,1025,49,87059
Buckhorn,NM,Grant,218,18,88025
Cochiti Lake,NM,Sandoval,544,168,87083
Ranchos de Taos,NM,Taos,2092,228,87557 87571
Loco Hills,NM,Eddy,21,9,88255
Bent,NM,Otero,22,1,88314
Pastura,NM,Guadalupe,6,6,88435
Lower Frisco,NM,Catron,0,0,87830
Thoreau,NM,McKinley,1356,32,87323
Rosedale,NM,Grant,233,50,88061
Williamsburg,NM,Sierra,419,334,87901 87942
Manzano Springs,NM,Torrance,253,42,87015
Lamy,NM,Santa Fe,142,21,87540
Hillsboro,NM,Sierra,132,23,88042
Llano del Medio,NM,Guadalupe,136,27,87711 87724
Timberon,NM,Otero,336,6,88350
Paguate,NM,Cibola,390,20,87040
El Rito,NM,Rio Arriba,927,87,87530
Sausal,NM,Valencia,1667,278,87002
Youngsville,NM,Rio Arriba,79,34,87064
Hagerman,NM,Chaves,1232,350,88232
La Huerta,NM,Eddy,1359,336,88220
Playas,NM,Hidalgo,36,7,88009
Spencerville,NM,San Juan,1617,186,87410
Monterey Park,NM,Valencia,1897,276,87031
Brimhall Nizhoni,NM,McKinley,339,8,87325 87310
La Mesilla,NM,Rio Arriba,2403,208,87532
Tohatchi,NM,McKinley,938,58,87325
Mountainair,NM,Torrance,859,314,87036
San Pablo,NM,Doña Ana,1230,390,88005
Logan,NM,Quay,972,39,88426
Luis Lopez,NM,Socorro,288,206,87801
Radium Springs,NM,Doña Ana,1504,97,88007
Anton Chico,NM,Guadalupe,81,17,87711
Cochiti,NM,Sandoval,579,286,87072
Navajo,NM,McKinley,1676,287,87328
Santa Cruz,NM,Santa Fe,321,195,87567 87532
Ribera,NM,San Miguel,762,116,87560
Kirtland,NM,San Juan,654,140,87417
Abeytas,NM,Socorro,9,2,87006
Tecolotito,NM,San Miguel,181,97,87711
Pajarito Mesa,NM,Bernalillo,192,5,87121
Talpa,NM,Taos,666,196,87557 87571
Homestead,NM,Catron,63,20,87821
University Park,NM,Doña Ana,3164,796,88001 88003
Nogal,NM,Lincoln,96,4,88341
Datil,NM,Catron,51,10,87821
Angel Fire,NM,Colfax,1089,14,87710
City of the Sun,NM,Luna,0,0,88029
San Rafael,NM,Cibola,892,33,87051
Cañada de los Alamos,NM,Santa Fe,287,30,87505
Vadito,NM,Taos,317,142,87579
Mescalero,NM,Otero,1351,29,88340
Las Maravillas,NM,Valencia,1758,672,87031
Naschitti,NM,San Juan,392,60,87325 87364
House,NM,Quay,63,26,88121
Chama,NM,Rio Arriba,998,144,87520
North Valley,NM,Bernalillo,11999,666,87113 87114 87107
San Felipe Pueblo,NM,Sandoval,2786,89,87001
Folsom,NM,Union,54,38,88419
Sedillo,NM,Bernalillo,794,111,87059
Rio en Medio,NM,Santa Fe,200,116,87574
Vado,NM,Doña Ana,1951,252,88072 88048
La Plata,NM,San Juan,452,17,87418
Mimbres,NM,Grant,409,35,88049 88041
Taos,NM,Taos,13571,364,87571
Rancho Grande,NM,Catron,64,58,87830
Puerto de Luna,NM,Guadalupe,222,6,88435
Las Palomas,NM,Sierra,429,103,87901 87942
Shiprock,NM,San Juan,8956,255,87420
Oasis,NM,Sierra,133,24,87931
La Joya,NM,Socorro,9,3,87028
Las Cruces,NM,Doña Ana,133988,510,88012 88011 88005 88007 88001 88006 88013
Arroyo Hondo,NM,Taos,310,72,87571 87513
Manzano,NM,Torrance,0,0,87061
Los Cerrillos,NM,Santa Fe,418,47,87010
Gallina,NM,Rio Arriba,198,16,87017
Silver City,NM,Grant,11882,368,88061 88062
Pecan Park,NM,Luna,0,0,88030
Newkirk,NM,Guadalupe,0,0,88417 88431
Elephant Butte,NM,Sierra,1341,123,87935
Roswell,NM,Chaves,49119,620,88203 88201
San Ildefonso Pueblo,NM,Santa Fe,725,62,87506
Grady,NM,Curry,105,152,88120
Morningside,NM,Eddy,983,4044,88210
Boles Acres,NM,Otero,2020,64,88311 88310
Lovington,NM,Lea,11743,378,88260
Cannon AFB,NM,Curry,2654,176,88101 88103
La Villita,NM,Rio Arriba,992,281,87511
Rowe,NM,San Miguel,271,17,87562
Deming,NM,Luna,14228,327,88030 88031
Moriarty,NM,Torrance,1793,126,87035
Highland Meadows,NM,Valencia,607,33,87026
Ventura,NM,Luna,388,27,88030
La Cueva,NM,Sandoval,137,32,87025
Hurley,NM,Grant,1210,457,88043
Pueblo of Sandia Village,NM,Sandoval,394,134,87004
Aragon,NM,Catron,22,1,87820
San Fidel,NM,Cibola,564,51,87049
Holloman AFB,NM,Otero,3996,122,88330 88352
Madrid,NM,Santa Fe,153,42,87010
Glenwood,NM,Catron,31,7,88039
Garfield,NM,Doña Ana,0,0,87936
Corona,NM,Lincoln,160,60,88318
Beclabito,NM,San Juan,324,16,87420
Ramah,NM,McKinley,338,34,87321
Middle Frisco,NM,Catron,122,86,87830
Blanco,NM,San Juan,62,6,87413 87412
Alamogordo,NM,Otero,32745,564,88310
Hatch,NM,Doña Ana,1609,196,87937
East Pecos,NM,San Miguel,593,63,87552
Nakaibito,NM,McKinley,350,19,87325 87320
Placitas,NM,Sandoval,4696,61,87043
Yah-ta-hey,NM,McKinley,469,45,87375 87317
Ruidoso,NM,Lincoln,9269,186,88345 88338 88355
Taos Pueblo,NM,Taos,1564,38,87529 87571
Texico,NM,Curry,1117,520,88135
Jarales,NM,Valencia,2054,91,87002 87023
Costilla,NM,Taos,104,13,87524
Nadine,NM,Lea,380,12,88240
Fence Lake,NM,Cibola,24,0,87315
Villanueva,NM,San Miguel,111,5,87583 87560
Arenas Valley,NM,Grant,1786,169,88022 88061
Cobre,NM,Grant,0,0,88023
La Cienega,NM,Santa Fe,3194,108,87507
Arrey,NM,Sierra,83,40,87930
Chaparral,NM,Doña Ana,14652,95,88081
Orogrande,NM,Otero,96,6,88342
San Antonito,NM,Bernalillo,1141,180,87008 87047
Santa Ana Pueblo,NM,Sandoval,675,35,87001 87004 87043
Pueblito,NM,Rio Arriba,143,90,87566
Jal,NM,Lea,2069,165,88252
Encino,NM,Torrance,76,14,88321
Cedar Crest,NM,Bernalillo,598,74,87008
Peña Blanca,NM,Sandoval,642,35,87041
Hope,NM,Eddy,105,33,88250
North San Ysidro,NM,San Miguel,65,10,87538
Lake Sumner,NM,De Baca,127,0,88119
Doña Ana,NM,Doña Ana,1178,712,88032 88007
Cuba,NM,Sandoval,748,88,87013
Ute Park,NM,Colfax,188,21,87749
Cimarron,NM,Colfax,903,173,87714
Rodey,NM,Doña Ana,311,212,87937
Eagle Nest,NM,Colfax,254,22,87718
Apache Creek,NM,Catron,167,7,87820 87830
Laguna,NM,Cibola,1410,49,87038 87026
Ruidoso Downs,NM,Lincoln,2583,263,88346
Organ,NM,Doña Ana,225,100,88052
Ohkay Owingeh,NM,Rio Arriba,1480,148,87566
Bluewater Village,NM,Cibola,266,10,87005
McIntosh,NM,Torrance,942,16,87032 87035 87016
Lordsburg,NM,Hidalgo,2464,112,88045
Pinon,NM,Otero,0,0,88344
Bibo,NM,Cibola,168,7,87014
Aztec,NM,San Juan,8210,201,87410
Dexter,NM,Chaves,1245,659,88230
Bosque Farms,NM,Valencia,3804,373,87068
Zia Pueblo,NM,Sandoval,994,14,87053
Cubero,NM,Cibola,315,12,87014
Eldorado at Santa Fe,NM,Santa Fe,6203,115,87508 87540
Willard,NM,Torrance,242,94,87036 87063
Nara Visa,NM,Quay,42,2,88430
Melrose,NM,Curry,639,145,88124
Bayard,NM,Grant,4043,879,88023
Pueblo Pintado,NM,McKinley,399,14,87013 87313
White Signal,NM,Grant,254,15,88061
El Cerro,NM,Valencia,2639,241,87031
Clayton,NM,Union,2764,132,88415
Nenahnezad,NM,San Juan,753,83,87416
Brazos,NM,Rio Arriba,82,145,87551
Escondida,NM,Socorro,0,0,87801
Dixon,NM,Rio Arriba,847,28,87527
Abiquiu,NM,Rio Arriba,259,104,87510
Questa,NM,Taos,1751,132,87556
Faywood,NM,Grant,60,44,88034
Navajo Dam,NM,San Juan,152,32,87419 87412
Las Vegas,NM,San Miguel,14982,651,87701
Lee Acres,NM,San Juan,5784,171,87401 87413
Caballo,NM,Sierra,63,24,87931
Quemado,NM,Catron,118,25,87829
Cedro,NM,Bernalillo,272,19,87059 87176
Los Lunas,NM,Valencia,66613,319,87031
Escudilla Bonita,NM,Catron,63,2,87829
Happy Valley,NM,Eddy,687,123,88220
La Union,NM,Doña Ana,1197,111,88021
